"Statistic","Quarter","County","UNIT","VALUE"
"New House Registrations","2014Q3","Longford","Number","0"
"New House Registrations","2014Q3","Louth","Number","4"
"New House Registrations","2014Q3","Meath","Number","39"
"New House Registrations","2014Q3","Offaly","Number","0"
"New House Registrations","2014Q3","Westmeath","Number","2"
"New House Registrations","2014Q3","Wexford","Number","16"
"New House Registrations","2014Q3","Wicklow","Number","27"
"New House Registrations","2014Q3","Clare","Number","5"
"New House Registrations","2014Q3","Cork","Number","114"
"New House Registrations","2014Q3","Kerry","Number","10"
"New House Registrations","2014Q3","Limerick","Number","7"
"New House Registrations","2014Q3","Tipperary","Number","4"
"New House Registrations","2014Q3","Waterford","Number","1"
"New House Registrations","2014Q3","Galway","Number","1"
"New House Registrations","2014Q3","Leitrim","Number","0"
"New House Registrations","2014Q3","Mayo","Number","0"
"New House Registrations","2014Q3","Roscommon","Number","0"
"New House Registrations","2014Q3","Sligo","Number","0"
"New House Registrations","2014Q3","Cavan","Number","0"
"New House Registrations","2014Q3","Donegal","Number","0"
"New House Registrations","2014Q3","Monaghan","Number","4"
"New House Registrations","2014Q4","All Counties","Number","895"
"New House Registrations","2014Q4","Carlow","Number","0"
"New House Registrations","2014Q4","Dublin","Number","499"
"New House Registrations","2014Q4","Kildare","Number","124"
"New House Registrations","2014Q4","Kilkenny","Number","3"
"New House Registrations","2014Q4","Laois","Number","0"
"New House Registrations","2014Q4","Longford","Number","0"
"New House Registrations","2014Q4","Louth","Number","4"
"New House Registrations","2014Q4","Meath","Number","74"
"New House Registrations","2014Q4","Offaly","Number","16"
"New House Registrations","2014Q4","Westmeath","Number","0"
"New House Registrations","2014Q4","Wexford","Number","5"
"New House Registrations","2014Q4","Wicklow","Number","39"
"New House Registrations","2014Q4","Clare","Number","0"
"New House Registrations","2014Q4","Cork","Number","74"
"New House Registrations","2014Q4","Kerry","Number","3"
"New House Registrations","2014Q4","Limerick","Number","11"
"New House Registrations","2014Q4","Tipperary","Number","2"
"New House Registrations","2014Q4","Waterford","Number","20"
"New House Registrations","2014Q4","Galway","Number","9"
"New House Registrations","2014Q4","Leitrim","Number","0"
"New House Registrations","2014Q4","Mayo","Number","0"
"New House Registrations","2014Q4","Roscommon","Number","0"
"New House Registrations","2014Q4","Sligo","Number","0"
"New House Registrations","2014Q4","Cavan","Number","0"
"New House Registrations","2014Q4","Donegal","Number","11"
"New House Registrations","2014Q4","Monaghan","Number","1"
"New House Registrations","2015Q1","All Counties","Number","789"
"New House Registrations","2015Q1","Carlow","Number","1"
"New House Registrations","2015Q1","Dublin","Number","458"
"New House Registrations","2015Q1","Kildare","Number","113"
"New House Registrations","2015Q1","Kilkenny","Number","0"
"New House Registrations","2015Q1","Laois","Number","0"
"New House Registrations","2015Q1","Longford","Number","0"
"New House Registrations","2015Q1","Louth","Number","1"
"New House Registrations","2015Q1","Meath","Number","11"
"New House Registrations","2015Q1","Offaly","Number","1"
"New House Registrations","2015Q1","Westmeath","Number","4"
"New House Registrations","2015Q1","Wexford","Number","13"
"New House Registrations","2015Q1","Wicklow","Number","21"
"New House Registrations","2015Q1","Clare","Number","1"
"New House Registrations","2015Q1","Cork","Number","122"
"New House Registrations","2015Q1","Kerry","Number","5"
"New House Registrations","2015Q1","Limerick","Number","4"
"New House Registrations","2015Q1","Tipperary","Number","3"
"New House Registrations","2015Q1","Waterford","Number","12"
"New House Registrations","2015Q1","Galway","Number","8"
"New House Registrations","2015Q1","Leitrim","Number","0"
"New House Registrations","2015Q1","Mayo","Number","6"
"New House Registrations","2015Q1","Roscommon","Number","0"
"New House Registrations","2015Q1","Sligo","Number","0"
"New House Registrations","2015Q1","Cavan","Number","0"
"New House Registrations","2015Q1","Donegal","Number","0"
"New House Registrations","2015Q1","Monaghan","Number","5"
"New House Registrations","2015Q2","All Counties","Number","1157"
"New House Registrations","2015Q2","Carlow","Number","3"
"New House Registrations","2015Q2","Dublin","Number","521"
"New House Registrations","2015Q2","Kildare","Number","223"
"New House Registrations","2015Q2","Kilkenny","Number","1"
"New House Registrations","2015Q2","Laois","Number","0"
"New House Registrations","2015Q2","Longford","Number","0"
"New House Registrations","2015Q2","Louth","Number","43"
"New House Registrations","2015Q2","Meath","Number","54"
"New House Registrations","2015Q2","Offaly","Number","2"
"New House Registrations","2015Q2","Westmeath","Number","7"
"New House Registrations","2015Q2","Wexford","Number","28"
"New House Registrations","2015Q2","Wicklow","Number","81"
"New House Registrations","2015Q2","Clare","Number","4"
"New House Registrations","2015Q2","Cork","Number","108"
"New House Registrations","2015Q2","Kerry","Number","2"
"New House Registrations","2015Q2","Limerick","Number","33"
"New House Registrations","2015Q2","Tipperary","Number","7"
"New House Registrations","2015Q2","Waterford","Number","9"
"New House Registrations","2015Q2","Galway","Number","17"
"New House Registrations","2015Q2","Leitrim","Number","1"
"New House Registrations","2015Q2","Mayo","Number","6"
"New House Registrations","2015Q2","Roscommon","Number","7"
"New House Registrations","2015Q2","Sligo","Number","0"
"New House Registrations","2015Q2","Cavan","Number","0"
"New House Registrations","2015Q2","Donegal","Number","0"
"New House Registrations","2015Q2","Monaghan","Number","0"
"New House Registrations","2015Q3","All Counties","Number","1485"
"New House Registrations","2015Q3","Carlow","Number","1"
"New House Registrations","2015Q3","Dublin","Number","1051"
"New House Registrations","2015Q3","Kildare","Number","75"
"New House Registrations","2015Q3","Kilkenny","Number","10"
"New House Registrations","2015Q3","Laois","Number","0"
"New House Registrations","2015Q3","Longford","Number","0"
"New House Registrations","2015Q3","Louth","Number","4"
"New House Registrations","2015Q3","Meath","Number","76"
"New House Registrations","2015Q3","Offaly","Number","1"
"New House Registrations","2015Q3","Westmeath","Number","0"
"New House Registrations","2015Q3","Wexford","Number","16"
"New House Registrations","2015Q3","Wicklow","Number","18"
"New House Registrations","2015Q3","Clare","Number","11"
"New House Registrations","2015Q3","Cork","Number","128"
"New House Registrations","2015Q3","Kerry","Number","12"
"New House Registrations","2015Q3","Limerick","Number","58"
"New House Registrations","2015Q3","Tipperary","Number","3"
"New House Registrations","2015Q3","Waterford","Number","15"
"New House Registrations","2015Q3","Galway","Number","1"
"New House Registrations","2015Q3","Leitrim","Number","0"
"New House Registrations","2015Q3","Mayo","Number","3"
"New House Registrations","2015Q3","Roscommon","Number","1"
"New House Registrations","2015Q3","Sligo","Number","0"
"New House Registrations","2015Q3","Cavan","Number","0"
"New House Registrations","2015Q3","Donegal","Number","0"
"New House Registrations","2015Q3","Monaghan","Number","1"
"New House Registrations","2015Q4","All Counties","Number","859"
"New House Registrations","2015Q4","Carlow","Number","1"
"New House Registrations","2015Q4","Dublin","Number","498"
"New House Registrations","2015Q4","Kildare","Number","37"
"New House Registrations","2015Q4","Kilkenny","Number","5"
"New House Registrations","2015Q4","Laois","Number","0"
"New House Registrations","2015Q4","Longford","Number","0"
"New House Registrations","2015Q4","Louth","Number","7"
"New House Registrations","2015Q4","Meath","Number","22"
"New House Registrations","2015Q4","Offaly","Number","0"
"New House Registrations","2015Q4","Westmeath","Number","7"
"New House Registrations","2015Q4","Wexford","Number","20"
"New House Registrations","2015Q4","Wicklow","Number","62"
"New House Registrations","2015Q4","Clare","Number","9"
"New House Registrations","2015Q4","Cork","Number","121"
"New House Registrations","2015Q4","Kerry","Number","0"
"New House Registrations","2015Q4","Limerick","Number","5"
"New House Registrations","2015Q4","Tipperary","Number","0"
"New House Registrations","2015Q4","Waterford","Number","6"
"New House Registrations","2015Q4","Galway","Number","33"
"New House Registrations","2015Q4","Leitrim","Number","0"
"New House Registrations","2015Q4","Mayo","Number","7"
"New House Registrations","2015Q4","Roscommon","Number","0"
"New House Registrations","2015Q4","Sligo","Number","0"
"New House Registrations","2015Q4","Cavan","Number","0"
"New House Registrations","2015Q4","Donegal","Number","15"
"New House Registrations","2015Q4","Monaghan","Number","4"
"New House Registrations","2016Q1","All Counties","Number","1263"
"New House Registrations","2016Q1","Carlow","Number","1"
"New House Registrations","2016Q1","Dublin","Number","686"
"New House Registrations","2016Q1","Kildare","Number","99"
"New House Registrations","2016Q1","Kilkenny","Number","0"
"New House Registrations","2016Q1","Laois","Number","0"
"New House Registrations","2016Q1","Longford","Number","0"
"New House Registrations","2016Q1","Louth","Number","12"
"New House Registrations","2016Q1","Meath","Number","89"
"New House Registrations","2016Q1","Offaly","Number","1"
"New House Registrations","2016Q1","Westmeath","Number","0"
"New House Registrations","2016Q1","Wexford","Number","29"
"New House Registrations","2016Q1","Wicklow","Number","152"
"New House Registrations","2016Q1","Clare","Number","24"
"New House Registrations","2016Q1","Cork","Number","103"
"New House Registrations","2016Q1","Kerry","Number","4"
"New House Registrations","2016Q1","Limerick","Number","3"
"New House Registrations","2016Q1","Tipperary","Number","6"
"New House Registrations","2016Q1","Waterford","Number","48"
"New House Registrations","2016Q1","Galway","Number","3"
"New House Registrations","2016Q1","Leitrim","Number","0"
"New House Registrations","2016Q1","Mayo","Number","1"
"New House Registrations","2016Q1","Roscommon","Number","0"
"New House Registrations","2016Q1","Sligo","Number","0"
"New House Registrations","2016Q1","Cavan","Number","0"
"New House Registrations","2016Q1","Donegal","Number","0"
"New House Registrations","2016Q1","Monaghan","Number","2"
"New House Registrations","2016Q2","All Counties","Number","1291"
"New House Registrations","2016Q2","Carlow","Number","4"
"New House Registrations","2016Q2","Dublin","Number","537"
"New House Registrations","2016Q2","Kildare","Number","129"
"New House Registrations","2016Q2","Kilkenny","Number","16"
"New House Registrations","2016Q2","Laois","Number","0"
"New House Registrations","2016Q2","Longford","Number","0"
"New House Registrations","2016Q2","Louth","Number","14"
"New House Registrations","2016Q2","Meath","Number","136"
"New House Registrations","2016Q2","Offaly","Number","1"
"New House Registrations","2016Q2","Westmeath","Number","1"
"New House Registrations","2016Q2","Wexford","Number","27"
"New House Registrations","2016Q2","Wicklow","Number","33"
"New House Registrations","2016Q2","Clare","Number","8"
"New House Registrations","2016Q2","Cork","Number","201"
"New House Registrations","2016Q2","Kerry","Number","16"
"New House Registrations","2016Q2","Limerick","Number","92"
"New House Registrations","2016Q2","Tipperary","Number","4"
"New House Registrations","2016Q2","Waterford","Number","17"
"New House Registrations","2016Q2","Galway","Number","45"
"New House Registrations","2016Q2","Leitrim","Number","0"
"New House Registrations","2016Q2","Mayo","Number","7"
"New House Registrations","2016Q2","Roscommon","Number","3"
"New House Registrations","2016Q2","Sligo","Number","0"
"New House Registrations","2016Q2","Cavan","Number","0"
"New House Registrations","2016Q2","Donegal","Number","0"
"New House Registrations","2016Q2","Monaghan","Number","0"
"New House Registrations","2016Q3","All Counties","Number","1451"
"New House Registrations","2016Q3","Carlow","Number","4"
"New House Registrations","2016Q3","Dublin","Number","760"
"New House Registrations","2016Q3","Kildare","Number","190"
"New House Registrations","2016Q3","Kilkenny","Number","2"
"New House Registrations","2016Q3","Laois","Number","1"
"New House Registrations","2016Q3","Longford","Number","0"
"New House Registrations","2016Q3","Louth","Number","12"
"New House Registrations","2016Q3","Meath","Number","120"
"New House Registrations","2016Q3","Offaly","Number","3"
"New House Registrations","2016Q3","Westmeath","Number","0"
"New House Registrations","2016Q3","Wexford","Number","13"
"New House Registrations","2016Q3","Wicklow","Number","39"
"New House Registrations","2016Q3","Clare","Number","10"
"New House Registrations","2016Q3","Cork","Number","191"
"New House Registrations","2016Q3","Kerry","Number","13"
"New House Registrations","2016Q3","Limerick","Number","20"
"New House Registrations","2016Q3","Tipperary","Number","2"
"New House Registrations","2016Q3","Waterford","Number","51"
"New House Registrations","2016Q3","Galway","Number","2"
"New House Registrations","2016Q3","Leitrim","Number","0"
"New House Registrations","2016Q3","Mayo","Number","0"
"New House Registrations","2016Q3","Roscommon","Number","0"
"New House Registrations","2016Q3","Sligo","Number","0"
"New House Registrations","2016Q3","Cavan","Number","0"
"New House Registrations","2016Q3","Donegal","Number","18"
"New House Registrations","2016Q3","Monaghan","Number","0"
"New House Registrations","2016Q4","All Counties","Number","1621"
"New House Registrations","2016Q4","Carlow","Number","1"
"New House Registrations","2016Q4","Dublin","Number","922"
"New House Registrations","2016Q4","Kildare","Number","113"
"New House Registrations","2016Q4","Kilkenny","Number","2"
"New House Registrations","2016Q4","Laois","Number","0"
"New House Registrations","2016Q4","Longford","Number","0"
"New House Registrations","2016Q4","Louth","Number","8"
"New House Registrations","2016Q4","Meath","Number","187"
"New House Registrations","2016Q4","Offaly","Number","2"
"New House Registrations","2016Q4","Westmeath","Number","2"
"New House Registrations","2016Q4","Wexford","Number","40"
"New House Registrations","2016Q4","Wicklow","Number","66"
"New House Registrations","2016Q4","Clare","Number","7"
"New House Registrations","2016Q4","Cork","Number","170"
"New House Registrations","2016Q4","Kerry","Number","1"
"New House Registrations","2016Q4","Limerick","Number","48"
"New House Registrations","2016Q4","Tipperary","Number","9"
"New House Registrations","2016Q4","Waterford","Number","32"
"New House Registrations","2016Q4","Galway","Number","3"
"New House Registrations","2016Q4","Leitrim","Number","0"
"New House Registrations","2016Q4","Mayo","Number","6"
"New House Registrations","2016Q4","Roscommon","Number","0"
"New House Registrations","2016Q4","Sligo","Number","0"
"New House Registrations","2016Q4","Cavan","Number","0"
"New House Registrations","2016Q4","Donegal","Number","0"
"New House Registrations","2016Q4","Monaghan","Number","2"
"New House Registrations","2017Q1","All Counties","Number","2210"
"New House Registrations","2017Q1","Carlow","Number","0"
"New House Registrations","2017Q1","Dublin","Number","1265"
"New House Registrations","2017Q1","Kildare","Number","164"
"New House Registrations","2017Q1","Kilkenny","Number","0"
"New House Registrations","2017Q1","Laois","Number","1"
"New House Registrations","2017Q1","Longford","Number","0"
"New House Registrations","2017Q1","Louth","Number","7"
"New House Registrations","2017Q1","Meath","Number","321"
"New House Registrations","2017Q1","Offaly","Number","1"
"New House Registrations","2017Q1","Westmeath","Number","4"
"New House Registrations","2017Q1","Wexford","Number","34"
"New House Registrations","2017Q1","Wicklow","Number","94"
"New House Registrations","2017Q1","Clare","Number","12"
"New House Registrations","2017Q1","Cork","Number","136"
"New House Registrations","2017Q1","Kerry","Number","14"
"New House Registrations","2017Q1","Limerick","Number","25"
"New House Registrations","2017Q1","Tipperary","Number","8"
"New House Registrations","2017Q1","Waterford","Number","28"
"New House Registrations","2017Q1","Galway","Number","70"
"New House Registrations","2017Q1","Leitrim","Number","0"
"New House Registrations","2017Q1","Mayo","Number","1"
"New House Registrations","2017Q1","Roscommon","Number","11"
"New House Registrations","2017Q1","Sligo","Number","4"
"New House Registrations","2017Q1","Cavan","Number","1"
"New House Registrations","2017Q1","Donegal","Number","0"
"New House Registrations","2017Q1","Monaghan","Number","9"
"New House Registrations","2017Q2","All Counties","Number","2999"
"New House Registrations","2017Q2","Carlow","Number","14"
"New House Registrations","2017Q2","Dublin","Number","1787"
"New House Registrations","2017Q2","Kildare","Number","119"
"New House Registrations","2017Q2","Kilkenny","Number","0"
"New House Registrations","2017Q2","Laois","Number","0"
"New House Registrations","2017Q2","Longford","Number","0"
"New House Registrations","2017Q2","Louth","Number","67"
"New House Registrations","2017Q2","Meath","Number","353"
"New House Registrations","2017Q2","Offaly","Number","1"
"New House Registrations","2017Q2","Westmeath","Number","1"
"New House Registrations","2017Q2","Wexford","Number","46"
"New House Registrations","2017Q2","Wicklow","Number","80"
"New House Registrations","2017Q2","Clare","Number","34"
"New House Registrations","2017Q2","Cork","Number","330"
"New House Registrations","2017Q2","Kerry","Number","7"
"New House Registrations","2017Q2","Limerick","Number","96"
"New House Registrations","2017Q2","Tipperary","Number","3"
"New House Registrations","2017Q2","Waterford","Number","28"
"New House Registrations","2017Q2","Galway","Number","17"
"New House Registrations","2017Q2","Leitrim","Number","0"
"New House Registrations","2017Q2","Mayo","Number","2"
"New House Registrations","2017Q2","Roscommon","Number","10"
"New House Registrations","2017Q2","Sligo","Number","0"
"New House Registrations","2017Q2","Cavan","Number","0"
"New House Registrations","2017Q2","Donegal","Number","4"
"New House Registrations","2017Q2","Monaghan","Number","0"
"New House Registrations","2017Q3","All Counties","Number","2435"
"New House Registrations","2017Q3","Carlow","Number","0"
"New House Registrations","2017Q3","Dublin","Number","1197"
"New House Registrations","2017Q3","Kildare","Number","260"
"New House Registrations","2017Q3","Kilkenny","Number","1"
"New House Registrations","2017Q3","Laois","Number","0"
"New House Registrations","2017Q3","Longford","Number","0"
"New House Registrations","2017Q3","Louth","Number","81"
"New House Registrations","2017Q3","Meath","Number","202"
"New House Registrations","2017Q3","Offaly","Number","2"
"New House Registrations","2017Q3","Westmeath","Number","1"
"New House Registrations","2017Q3","Wexford","Number","60"
"New House Registrations","2017Q3","Wicklow","Number","112"
"New House Registrations","2017Q3","Clare","Number","21"
"New House Registrations","2017Q3","Cork","Number","331"
"New House Registrations","2017Q3","Kerry","Number","24"
"New House Registrations","2017Q3","Limerick","Number","28"
"New House Registrations","2017Q3","Tipperary","Number","2"
"New House Registrations","2017Q3","Waterford","Number","70"
"New House Registrations","2017Q3","Galway","Number","32"
"New House Registrations","2017Q3","Leitrim","Number","0"
"New House Registrations","2017Q3","Mayo","Number","1"
"New House Registrations","2017Q3","Roscommon","Number","5"
"New House Registrations","2017Q3","Sligo","Number","5"
"New House Registrations","2017Q3","Cavan","Number","0"
"New House Registrations","2017Q3","Donegal","Number","0"
"New House Registrations","2017Q3","Monaghan","Number","0"
"New House Registrations","2017Q4","All Counties","Number","1822"
"New House Registrations","2017Q4","Carlow","Number","0"
"New House Registrations","2017Q4","Dublin","Number","814"
"New House Registrations","2017Q4","Kildare","Number","224"
"New House Registrations","2017Q4","Kilkenny","Number","6"
"New House Registrations","2017Q4","Laois","Number","1"
"New House Registrations","2017Q4","Longford","Number","0"
"New House Registrations","2017Q4","Louth","Number","9"
"New House Registrations","2017Q4","Meath","Number","246"
"New House Registrations","2017Q4","Offaly","Number","3"
"New House Registrations","2017Q4","Westmeath","Number","8"
"New House Registrations","2017Q4","Wexford","Number","66"
"New House Registrations","2017Q4","Wicklow","Number","61"
"New House Registrations","2017Q4","Clare","Number","4"
"New House Registrations","2017Q4","Cork","Number","200"
"New House Registrations","2017Q4","Kerry","Number","13"
"New House Registrations","2017Q4","Limerick","Number","55"
"New House Registrations","2017Q4","Tipperary","Number","7"
"New House Registrations","2017Q4","Waterford","Number","70"
"New House Registrations","2017Q4","Galway","Number","24"
"New House Registrations","2017Q4","Leitrim","Number","0"
"New House Registrations","2017Q4","Mayo","Number","8"
"New House Registrations","2017Q4","Roscommon","Number","2"
"New House Registrations","2017Q4","Sligo","Number","1"
"New House Registrations","2017Q4","Cavan","Number","0"
"New House Registrations","2017Q4","Donegal","Number","0"
"New House Registrations","2017Q4","Monaghan","Number","0"
"New House Registrations","2018Q1","All Counties","Number","2013"
"New House Registrations","2018Q1","Carlow","Number","19"
"New House Registrations","2018Q1","Dublin","Number","848"
"New House Registrations","2018Q1","Kildare","Number","145"
"New House Registrations","2018Q1","Kilkenny","Number","20"
"New House Registrations","2018Q1","Laois","Number","0"
"New House Registrations","2018Q1","Longford","Number","0"
"New House Registrations","2018Q1","Louth","Number","30"
"New House Registrations","2018Q1","Meath","Number","269"
"New House Registrations","2018Q1","Offaly","Number","5"
"New House Registrations","2018Q1","Westmeath","Number","1"
"New House Registrations","2018Q1","Wexford","Number","76"
"New House Registrations","2018Q1","Wicklow","Number","196"
"New House Registrations","2018Q1","Clare","Number","19"
"New House Registrations","2018Q1","Cork","Number","195"
"New House Registrations","2018Q1","Kerry","Number","11"
"New House Registrations","2018Q1","Limerick","Number","63"
"New House Registrations","2018Q1","Tipperary","Number","3"
"New House Registrations","2018Q1","Waterford","Number","92"
"New House Registrations","2018Q1","Galway","Number","1"
"New House Registrations","2018Q1","Leitrim","Number","0"
"New House Registrations","2018Q1","Mayo","Number","10"
"New House Registrations","2018Q1","Roscommon","Number","6"
"New House Registrations","2018Q1","Sligo","Number","1"
"New House Registrations","2018Q1","Cavan","Number","0"
"New House Registrations","2018Q1","Donegal","Number","0"
"New House Registrations","2018Q1","Monaghan","Number","3"
"New House Registrations","2018Q2","All Counties","Number","2766"
"New House Registrations","2018Q2","Carlow","Number","0"
"New House Registrations","2018Q2","Dublin","Number","1200"
"New House Registrations","2018Q2","Kildare","Number","224"
"New House Registrations","2018Q2","Kilkenny","Number","11"
"New House Registrations","2018Q2","Laois","Number","0"
"New House Registrations","2018Q2","Longford","Number","0"
"New House Registrations","2018Q2","Louth","Number","88"
"New House Registrations","2018Q2","Meath","Number","379"
"New House Registrations","2018Q2","Offaly","Number","6"
"New House Registrations","2018Q2","Westmeath","Number","20"
"New House Registrations","2018Q2","Wexford","Number","53"
"New House Registrations","2018Q2","Wicklow","Number","108"
"New House Registrations","2018Q2","Clare","Number","26"
"New House Registrations","2018Q2","Cork","Number","373"
"New House Registrations","2018Q2","Kerry","Number","39"
"New House Registrations","2018Q2","Limerick","Number","41"
"New House Registrations","2018Q2","Tipperary","Number","14"
"New House Registrations","2018Q2","Waterford","Number","108"
"New House Registrations","2018Q2","Galway","Number","73"
"New House Registrations","2018Q2","Leitrim","Number","0"
"New House Registrations","2018Q2","Mayo","Number","3"
"New House Registrations","2018Q2","Roscommon","Number","0"
"New House Registrations","2018Q2","Sligo","Number","0"
"New House Registrations","2018Q2","Cavan","Number","0"
"New House Registrations","2018Q2","Donegal","Number","0"
"New House Registrations","2018Q2","Monaghan","Number","0"
"New House Registrations","2018Q3","All Counties","Number","2992"
"New House Registrations","2018Q3","Carlow","Number","41"
"New House Registrations","2018Q3","Dublin","Number","1308"
"New House Registrations","2018Q3","Kildare","Number","403"
"New House Registrations","2018Q3","Kilkenny","Number","1"
"New House Registrations","2018Q3","Laois","Number","0"
"New House Registrations","2018Q3","Longford","Number","0"
"New House Registrations","2018Q3","Louth","Number","100"
"New House Registrations","2018Q3","Meath","Number","366"
"New House Registrations","2018Q3","Offaly","Number","7"
"New House Registrations","2018Q3","Westmeath","Number","18"
"New House Registrations","2018Q3","Wexford","Number","102"
"New House Registrations","2018Q3","Wicklow","Number","110"
"New House Registrations","2018Q3","Clare","Number","26"
"New House Registrations","2018Q3","Cork","Number","294"
"New House Registrations","2018Q3","Kerry","Number","16"
"New House Registrations","2018Q3","Limerick","Number","64"
"New House Registrations","2018Q3","Tipperary","Number","26"
"New House Registrations","2018Q3","Waterford","Number","32"
"New House Registrations","2018Q3","Galway","Number","62"
"New House Registrations","2018Q3","Leitrim","Number","0"
"New House Registrations","2018Q3","Mayo","Number","16"
"New House Registrations","2018Q3","Roscommon","Number","0"
"New House Registrations","2018Q3","Sligo","Number","0"
"New House Registrations","2018Q3","Cavan","Number","0"
"New House Registrations","2018Q3","Donegal","Number","0"
"New House Registrations","2018Q3","Monaghan","Number","0"
"New House Registrations","2018Q4","All Counties","Number","2494"
"New House Registrations","2018Q4","Carlow","Number","0"
"New House Registrations","2018Q4","Dublin","Number","1096"
"New House Registrations","2018Q4","Kildare","Number","269"
"New House Registrations","2018Q4","Kilkenny","Number","24"
"New House Registrations","2018Q4","Laois","Number","0"
"New House Registrations","2018Q4","Longford","Number","0"
"New House Registrations","2018Q4","Louth","Number","87"
"New House Registrations","2018Q4","Meath","Number","233"
"New House Registrations","2018Q4","Offaly","Number","0"
"New House Registrations","2018Q4","Westmeath","Number","0"
"New House Registrations","2018Q4","Wexford","Number","69"
"New House Registrations","2018Q4","Wicklow","Number","48"
"New House Registrations","2018Q4","Clare","Number","48"
"New House Registrations","2018Q4","Cork","Number","249"
"New House Registrations","2018Q4","Kerry","Number","10"
"New House Registrations","2018Q4","Limerick","Number","90"
"New House Registrations","2018Q4","Tipperary","Number","10"
"New House Registrations","2018Q4","Waterford","Number","126"
"New House Registrations","2018Q4","Galway","Number","90"
"New House Registrations","2018Q4","Leitrim","Number","0"
"New House Registrations","2018Q4","Mayo","Number","25"
"New House Registrations","2018Q4","Roscommon","Number","0"
"New House Registrations","2018Q4","Sligo","Number","0"
"New House Registrations","2018Q4","Cavan","Number","0"
"New House Registrations","2018Q4","Donegal","Number","0"
"New House Registrations","2018Q4","Monaghan","Number","20"
"New House Registrations","2019Q1","All Counties","Number","2752"
"New House Registrations","2019Q1","Carlow","Number","10"
"New House Registrations","2019Q1","Dublin","Number","821"
"New House Registrations","2019Q1","Kildare","Number","572"
"New House Registrations","2019Q1","Kilkenny","Number","16"
"New House Registrations","2019Q1","Laois","Number","0"
"New House Registrations","2019Q1","Longford","Number","0"
"New House Registrations","2019Q1","Louth","Number","51"
"New House Registrations","2019Q1","Meath","Number","213"
"New House Registrations","2019Q1","Offaly","Number","25"
"New House Registrations","2019Q1","Westmeath","Number","15"
"New House Registrations","2019Q1","Wexford","Number","99"
"New House Registrations","2019Q1","Wicklow","Number","283"
"New House Registrations","2019Q1","Clare","Number","41"
"New House Registrations","2019Q1","Cork","Number","301"
"New House Registrations","2019Q1","Kerry","Number","39"
"New House Registrations","2019Q1","Limerick","Number","101"
"New House Registrations","2019Q1","Tipperary","Number","6"
"New House Registrations","2019Q1","Waterford","Number","68"
"New House Registrations","2019Q1","Galway","Number","73"
"New House Registrations","2019Q1","Leitrim","Number","0"
"New House Registrations","2019Q1","Mayo","Number","18"
"New House Registrations","2019Q1","Roscommon","Number","0"
"New House Registrations","2019Q1","Sligo","Number","0"
"New House Registrations","2019Q1","Cavan","Number","0"
"New House Registrations","2019Q1","Donegal","Number","0"
"New House Registrations","2019Q1","Monaghan","Number","0"
"New House Registrations","2019Q2","All Counties","Number","2366"
"New House Registrations","2019Q2","Carlow","Number","36"
"New House Registrations","2019Q2","Dublin","Number","1037"
"New House Registrations","2019Q2","Kildare","Number","312"
"New House Registrations","2019Q2","Kilkenny","Number","21"
"New House Registrations","2019Q2","Laois","Number","63"
"New House Registrations","2019Q2","Longford","Number","0"
"New House Registrations","2019Q2","Louth","Number","46"
"New House Registrations","2019Q2","Meath","Number","249"
"New House Registrations","2019Q2","Offaly","Number","18"
"New House Registrations","2019Q2","Westmeath","Number","25"
"New House Registrations","2019Q2","Wexford","Number","54"
"New House Registrations","2019Q2","Wicklow","Number","37"
"New House Registrations","2019Q2","Clare","Number","1"
"New House Registrations","2019Q2","Cork","Number","254"
"New House Registrations","2019Q2","Kerry","Number","11"
"New House Registrations","2019Q2","Limerick","Number","41"
"New House Registrations","2019Q2","Tipperary","Number","7"
"New House Registrations","2019Q2","Waterford","Number","48"
"New House Registrations","2019Q2","Galway","Number","81"
"New House Registrations","2019Q2","Leitrim","Number","0"
"New House Registrations","2019Q2","Mayo","Number","23"
"New House Registrations","2019Q2","Roscommon","Number","0"
"New House Registrations","2019Q2","Sligo","Number","0"
"New House Registrations","2019Q2","Cavan","Number","2"
"New House Registrations","2019Q2","Donegal","Number","0"
"New House Registrations","2019Q2","Monaghan","Number","0"
"New House Registrations","2019Q3","All Counties","Number","2612"
"New House Registrations","2019Q3","Carlow","Number","11"
"New House Registrations","2019Q3","Dublin","Number","869"
"New House Registrations","2019Q3","Kildare","Number","355"
"New House Registrations","2019Q3","Kilkenny","Number","55"
"New House Registrations","2019Q3","Laois","Number","30"
"New House Registrations","2019Q3","Longford","Number","0"
"New House Registrations","2019Q3","Louth","Number","39"
"New House Registrations","2019Q3","Meath","Number","416"
"New House Registrations","2019Q3","Offaly","Number","6"
"New House Registrations","2019Q3","Westmeath","Number","4"
"New House Registrations","2019Q3","Wexford","Number","36"
"New House Registrations","2019Q3","Wicklow","Number","135"
"New House Registrations","2019Q3","Clare","Number","32"
"New House Registrations","2019Q3","Cork","Number","284"
"New House Registrations","2019Q3","Kerry","Number","2"
"New House Registrations","2019Q3","Limerick","Number","73"
"New House Registrations","2019Q3","Tipperary","Number","5"
"New House Registrations","2019Q3","Waterford","Number","103"
"New House Registrations","2019Q3","Galway","Number","125"
"New House Registrations","2019Q3","Leitrim","Number","0"
"New House Registrations","2019Q3","Mayo","Number","12"
"New House Registrations","2019Q3","Roscommon","Number","0"
